"","id","total_productos","productos_distintos","dias_activos","media_compras_por_semana","compras_entre_semana","compras_fin_de_semana","Cluster"
"1","0000595d5253705a2bf0c6f05ccbb800",101,63,2,20.2,72,29,"3"
"2","000420e88d1d6032d2a9957576177fee",29,29,3,29,28,29,"2"
"3","0004d0d0b37a6bb1624bfa3981eb159f",55,55,2,55,1,55,"2"
"4","00052a14ecfb90983c12b02ea4e82d33",14,14,2,14,14,12,"2"
"5","00054553b480893c05f2e044625074ae",18,18,2,18,18,11,"2"
"6","0006ef2f1c591a406fe01da160466230",70,42,3,35,46,24,"2"
"7","0007144f84dec495b2efa9c44fffaae2",11,10,2,10,2,6,"2"
"8","000be44cf2378041e456e9ef21076f32",23,23,2,23,23,22,"2"
"9","000c6c7893fe5d999f9bf2a33094e73e",20,20,2,20,20,11,"2"
"10","000c75b30bb0b237ec817d203e88a54f",44,38,2,22,44,13,"2"
"11","00143712a013f73eef3a8ec1e52b9ef5",26,24,3,8.66666666666667,8,18,"2"
"12","00156627eb7170d39cd164aac57dc5fb",236,117,3,39.3333333333333,236,28,"1"
"13","0018ed38657fd19d98728f532388f2b7",249,131,2,25,190,59,"1"
"14","00196f62ac27cc336d2dfa40d73d17e2",172,120,3,57.3333333333333,120,52,"3"
"15","001ee0217c89aff2b727d7faa2447679",27,27,2,27,27,16,"2"
"16","001f016e041f01d40fc8fea87466648e",21,16,3,10.5,9,21,"2"
"17","00212c01b2ec3458680a0edd870d9685",304,122,3,39,253,42,"1"
"18","002227ce7dd91136617b2675cd2fa8ab",166,108,3,20.75,72,63,"3"
"19","002867cbb9f0de2b4678b73bc8d8b3d9",59,51,2,29.5,45,14,"2"
"20","0029751b7fcfb4dd553d7155370c0198",28,14,3,9,13,15,"2"
"21","002a19892cb891665ec0b77d3730f237",11,10,2,10,4,6,"2"
"22","002b38d6c352e7cbeb439b4e85fb349d",26,26,2,26,26,16,"2"
"23","002b87a72cb020a5d6f5c2008f8b7d36",249,76,2,8,8,76,"3"
"24","002c67b522d2ebb1c89f6fcf18ae7a3f",38,38,2,38,38,37,"2"
"25","002f3f0359dbd99e883f347f1fe13e85",58,57,2,29,58,15,"2"
"26","002fcad093ac3fa5988b59e53788fd61",11,10,2,10,10,3,"2"
"27","00314f3d0a9d4f4109f66c1206c211a7",123,79,3,30.75,99,24,"3"
"28","00322c1d439808b60d1e5717956afa8e",27,27,3,27,29,27,"2"
"29","00339bd0db8a3a3070c85e793ca7dd43",41,41,3,41,34,41,"2"
"30","0033f6b64fd807c3ddde4a5b5e3b5f9b",188,109,3,47,151,37,"1"
"31","00341ca1bf2dd3066c42f50685697f31",119,81,2,39.6666666666667,73,46,"3"
"32","00348337ef9c4396c312d06f7cadfbd6",22,22,2,22,22,21,"2"
"33","0035f17abc612d48ae4d0f5c38c4ec00",157,74,3,39.25,86,71,"3"
"34","0036c5bab60f98a6b50e04e81575b9f9",19,19,2,19,19,11,"2"
"35","00374cb7f0170153c519747b4062201b",100,89,2,50,100,34,"3"
"36","003bf37f219e80db497e4d15d0e9bb7b",34,34,2,34,34,16,"2"
"37","003d3ebe117cb786a4d73fea8d17319b",148,106,2,49.3333333333333,148,45,"3"
"38","003fa3344cb647a6af3ab9c765e86ad0",118,55,3,29.5,118,16,"3"
"39","00430a0ba38f0744700f811a45957ff8",93,58,3,23.25,93,20,"3"
"40","0044a6a27228c3f3022ccda30ebad8a1",20,20,3,20,17,20,"2"
"41","0044a91daa38ca4f9677179baf1e6324",12,12,3,12,9,12,"2"
"42","0045485fae7394dbd5242684564113b2",50,28,3,10,50,9,"2"
"43","00478fca5f47d1445f01045dab55c537",57,57,2,57,57,57,"2"
"44","0047a61146dab0694a3afa7afb2febef",263,129,3,37.5714285714286,229,34,"1"
"45","00481cf3e91879592a2b8c57eee4f7db",113,84,2,56.5,113,46,"3"
"46","004c295640c8d688391908667270aa31",116,59,3,29,100,16,"3"
"47","004c59dafb02a53e4e2ca68b66053df4",26,26,2,26,26,16,"2"
"48","004c726a1f31128ad5b9f70b9f6f000d",43,43,2,43,43,20,"2"
"49","0050903400103984041efdc280d8da21",93,54,2,31,93,25,"3"
"50","0051bc212b8aa6fda30ecd3f157a08e9",11,10,2,10,4,6,"2"
"51","0051cf4b346d004ad485f15f3948e0a7",18,18,2,18,18,11,"2"
"52","00536f672ef77ce43cc3509ca672e0cd",22,22,2,22,22,21,"2"
"53","00537326bca29d951445cd364b8b5151",72,48,2,18,37,35,"2"
"54","0053f67b3c94ef9758de3aa1e43abe65",305,126,2,33.8888888888889,196,30,"1"
"55","005489dd6890d9947744045d5cdaf630",51,51,2,51,51,29,"2"
"56","0054b10cdd4c0b6272caa58ac0906931",12,12,2,12,12,12,"2"
"57","0055706d5150d3ef95af9023def53033",49,36,2,24.5,49,20,"2"
"58","005657f891fe26a59ff7c86ecdb3540f",53,43,3,13.25,53,8,"2"
"59","00565b7300fe472b8ee35c89596b413e",120,87,3,24,120,17,"3"
"60","005694564a88fef5836dc13f46057dfb",126,96,2,42,126,30,"3"
"61","00581eee4acd753e70eea3bd02139b54",113,69,2,28.25,113,27,"3"
"62","005a76a5b25a5903ba09f08e41dc2258",33,33,2,33,33,16,"2"
"63","005aedefe8a7974ac7875802888ba14c",296,96,2,26.9090909090909,235,21,"1"
"64","005e6021f9fdda5e1c3a0225cf7102d2",89,65,3,17.8,89,16,"3"
"65","005f5f170fb4fb80a1a5c4a6a98e7831",299,126,2,25.6153846153846,45,61,"1"
"66","0060a6437f6889b40c6e28330f5022ba",41,41,2,41,41,20,"2"
"67","006170c4fb70220e499415f83a59ef23",94,66,2,47,94,38,"3"
"68","00621b050938aa94253b4907ca3a423c",72,55,2,36,72,32,"3"
"69","0068bed782963cd2778a56520a464311",61,37,3,15.25,45,16,"2"
"70","0068d9eba21504a810eb95043e1a8183",54,54,2,54,54,54,"2"
"71","006943e45e018b299391c85d64609b6e",51,51,2,51,51,29,"2"
"72","006a71aa1d49c641ad7fbed6b4441011",146,103,2,35.75,137,37,"3"
"73","006aa3df0e8a170b0eeffb6ffc4d37f0",223,125,3,37.1666666666667,223,30,"1"
"74","006b4dccb949a465d4226584f7f0a7c9",12,12,2,12,12,12,"2"
"75","006d88722f2a0c3b42368a165d918124",55,46,3,13.75,55,5,"2"
"76","006e1d7694bc4d644adb57585679058f",22,22,3,22,19,22,"2"
"77","0070dbc628261ef60c8d628f75559ac0",207,116,3,48,200,36,"1"
"78","0071f575f1817f30eb3c490597ea12df",66,66,2,33.5,66,19,"2"
"79","00723ea93efad2f4c7b36491a50662b4",22,22,3,22,19,22,"2"
"80","0074424721dab005b017c33a20d42ca0",27,27,2,27,27,16,"2"
"81","00790c20de4dd762da3935e44500c703",84,66,2,42,84,31,"3"
"82","0079984b08316a6c59ffc60f2bf2f0fe",146,98,3,36.5,146,30,"3"
"83","007a7a53e4dbf2be926e1674bd3a471d",12,10,2,11,12,3,"2"
"84","007b62b4c2649d618fcc5fd8413bfcf2",215,119,3,23.8888888888889,208,7,"1"
"85","007bf88e60d8c07bdda696c9ea30fb05",19,19,2,19,19,11,"2"
"86","007e107c419d56f77ee4184799ca8681",50,40,2,25,50,17,"2"
"87","0080422d8ae594ea199ab00659f692cd",151,76,3,30.2,107,44,"3"
"88","008150ec8b155f32934aeacc578c6f9e",19,19,2,19,19,11,"2"
"89","0081c4cd8a89ed39c1951057e862dfc8",191,90,3,47.75,191,41,"1"
"90","008274042dc16dba5eaba4eceb7f1313",240,102,2,40,198,42,"1"
"91","00836b98935cc16d3b312c049c57253a",30,25,3,15,15,30,"2"
"92","0084b04f862edbfe9f47e7509c3ecc46",32,32,2,32,32,19,"2"
"93","008627714a75a38c25921ddd208b9d27",28,27,2,14,28,4,"2"
"94","0086ba87cb67c80a1e565542f135ea99",22,22,3,22,19,22,"2"
"95","0087cac244a1ce322096a477364f390d",106,82,2,26.5,106,28,"3"
"96","00897323e258f1132f08ab393215d76a",215,82,3,26.875,208,27,"1"
"97","008a3ed7f5c452b35d7e2f89531b4e40",115,77,2,28.75,115,28,"3"
"98","008b303d0d819fc99da25c39d42b5e04",31,31,2,31,31,17,"2"
"99","008c694c2477e1a38083c6253f573756",114,78,2,28.5,114,30,"3"
"100","008eae973088bfdbfb468ffc37d6582d",135,86,3,45,135,28,"3"
"101","008f62334d91046122c56809627c7d6e",22,20,2,22,22,20,"2"
"102","0093a0502a0281f2f77d619089ef30ed",279,116,3,39.0769230769231,169,72,"1"
"103","00958a22ef3693d3d6934de502ed66a4",212,115,3,53,159,53,"1"
"104","00966047b728d4fe20b60d0d2d25cda5",12,58,3,10,55,1,"2"
"105","0096b145979530ec29b289d05e34d2f8",174,74,3,29,138,36,"3"
"106","0097b3cb2da118aeea2ad9bd2976253c",96,80,3,32,66,30,"3"
"107","00988aee2cf7035a955429542eca70aa",164,95,3,32.8,100,64,"3"
"108","009c3f4f114e5150ef8d8663670df60a",184,120,3,36.8,145,39,"1"
"109","009e7578519824754fad4e17c6569372",11,10,2,10,4,6,"2"
"110","009e91c280e5742d8009b9a3417c19f3",26,17,3,8.66666666666667,26,4,"2"
"111","009f5fe6b557854af99fc59e900245f1",54,46,2,27,54,23,"2"
"112","00a2a3ba64bf707e4073b5d42accceac",152,108,3,38,152,26,"3"
"113","00a2e7caacd9bc2dd7d0cd844136d487",249,76,2,8,8,76,"3"
"114","00a6153f68d9cb79514bce57e3dce474",16,16,2,16,16,8,"2"
"115","00a736ee6deb7d8b6de7c8701fbfb276",111,58,3,15.8571428571429,111,13,"3"
"116","00a7621250bfbcd783e476f8f829c998",23,23,2,23,23,22,"2"
"117","00a79e61250cbb98453a901540c82aa0",23,23,3,23,19,23,"2"
"118","00a8604e07f2ea689b011c5cb20118f5",212,103,3,30.2857142857143,146,66,"1"
"119","00a8f692918c6fbada0e3d763353384a",17,17,2,17,17,8,"2"
"120","00abab2d6d24ec7092b71eb31312a561",39,39,2,39,39,20,"2"
"121","00ac2054f836bb2699e53a42d4b73f92",284,132,2,47.3333333333333,65,78,"1"
"122","00ad0e40a64e60fea4ee345c1a441280",66,54,2,33,66,21,"2"
"123","00ae694d81a199a390cd0c6954abb070",77,57,3,25.6666666666667,77,17,"3"
"124","00ae705d647eacf27a8d5e60491786d6",59,59,3,29.5,26,59,"2"
"125","00b0f6eadb0d8e62e9048dbea5580e46",67,50,3,11.1666666666667,56,11,"2"
"126","00b3d995c6bd6c2caa1270ebd82741c8",287,98,3,8,254,8,"1"
"127","00b3e87c014db217475535de8f76a3b7",194,115,2,32.6666666666667,194,29,"1"
"128","00b476aeb0b215bab34626cb955aefff",287,103,3,31.8888888888889,189,67,"1"
"129","00b54625083cd831dc93fb05bb492394",11,10,2,10,3,6,"2"
"130","00b7fbd8a76e2f91a59363333d7af94a",36,36,2,36,36,22,"2"
"131","00b8c37fd3617b2b58261785dd22044e",38,38,3,38,34,38,"2"
"132","00bba0548dcff6c684fd956fc0ec7cc4",132,81,3,44,86,46,"3"
"133","00bd944c410cdef7fc64b3bf0ac5cd10",278,133,3,48,171,79,"1"
"134","00beec225f1530ca3700029b2eb7cc2f",134,108,2,44.6666666666667,134,49,"3"
"135","00c028cba42fa353966abe28d12834eb",126,90,2,25.2,126,23,"3"
"136","00c13a5dd02bed6f8b69a53a12e42ee9",228,97,2,38,3,76,"3"
"137","00c2654ac35c0a30532ce55e02fa00f4",221,127,2,53.25,155,66,"1"
"138","00c29f0e6b4404a0df36e8538124dba9",11,11,2,11,11,9,"2"
"139","00c2cacef5e78a02cb4fb56cb65f57c3",66,52,3,22,50,16,"2"
"140","00c2e7e0817d3dd043f6626a8223956a",36,36,2,36,36,22,"2"
"141","00c4baf60b8075463725910d1bf60ff0",279,134,3,44.6,160,77,"1"
"142","00c5e197332798a74910d3dd84433c01",20,19,2,10,20,5,"2"
"143","00c671d2ed250f0fe07a46c7263c648a",84,66,2,42,84,31,"3"
"144","00c8f1db97a57f4ed837b34f21167e53",28,28,2,28,28,14,"2"
"145","00ca695616f5a5e87fe6a525b625961f",56,56,2,56,1,56,"2"
"146","00d120f76d0826a47e664f86449e6147",12,58,3,10,55,4,"2"
"147","00d2e4b996a53e737a314c644dffb596",79,60,2,39.5,79,29,"3"
"148","00d5b0cfc45df385d8aa06c817ca6e04",63,46,3,21,63,14,"2"
"149","00d8f59e05d4fc602c2b60ef1f5c96b0",49,35,2,24.5,49,24,"2"
"150","00dc562aa3358d32137ec679cf1dff65",39,32,2,19.5,39,16,"2"
"151","00dd721560ec13f4c8c94e2156662abc",47,47,2,47,47,29,"2"
"152","00ddbabbbe7ea845c60a1f365278761c",68,55,2,34,68,23,"2"
"153","00de9fea9c64c34947f5e4628f3b89df",19,19,2,19,19,11,"2"
"154","00dfad20efe5b87a65a040e2001bf7c3",186,92,3,23.25,186,23,"1"
"155","00e00a4b719b4d0293e1afb8c7d1ec97",188,111,3,31.3333333333333,164,24,"1"
"156","00e1c9eb4bf398d3c79b3c2161902c9f",40,40,2,40,40,20,"2"
"157","00e4101e6b9034564c1afff043825a9f",60,43,3,20,42,18,"2"
"158","00e4c6295b6b13f9e0ff9e3cbee7317b",63,61,3,31.5,63,30,"2"
"159","00e4e49669e76521df4e62fe4391a4ce",24,24,2,24,24,21,"2"
"160","00e5828a8bfee3fb438f3adf8b0b41e5",54,45,2,27,54,17,"2"
"161","00e67fd6cffb7670d5181c66e863fc39",83,55,2,27.6666666666667,83,25,"3"
"162","00e7dc9e62b27a5af794c1d9d6d8cb28",34,34,2,34,34,16,"2"
"163","00e84ba77f3674f02d3a9cc4ff16df0e",36,35,2,36,36,22,"2"
"164","00e9284603630c55b80fd38eebacde57",73,57,3,18.25,61,12,"2"
"165","00e9c71f0153690a041bf98e4617f282",249,76,2,9,9,76,"3"
"166","00e9f71c178d5b284e3c0fd0878bc199",49,36,2,24.5,49,20,"2"
"167","00ec0d12b62291e884780604e4d5fbc0",80,80,2,40,80,34,"3"
"168","00ecfdf106f1723581dd4fbf27d26ba2",11,10,2,11,11,3,"2"
"169","00ef5b1896a86d9a001efb727c2cc962",23,23,2,23,23,22,"2"
"170","00f0971c1d6850eedfc0edfa6e8db1c9",23,23,2,23,23,22,"2"
"171","00f137eee8a122fe3a1e60234bb5a025",40,20,2,40,20,20,"2"
"172","00f169451bea188e1b5fc2c06734a542",82,50,2,20.5,82,22,"3"
"173","00f24d3c714d477a823a376aa112e318",81,62,2,40.5,81,28,"3"
"174","00f2aa8ff5d133098cb5a9ac242091c2",80,45,3,20,65,15,"2"
"175","00f4f0c3fabb488e8ff013e087242e34",24,24,3,24,19,24,"2"
"176","00f672de4cb7c71d896538fd4f7533ca",288,109,3,48,205,75,"1"
"177","00f6cb882247551107aa6b97f33a6447",13,10,3,8,13,3,"2"
"178","00f8d8c877b797e53ea8de4888c8a0f0",11,10,2,10,4,6,"2"
"179","00fc26fa93ebac51369d81e6008c8d9b",15,15,2,15,15,13,"2"
"180","00fe24f586fa6a3fa1af4a9b6338520b",40,32,2,20,40,15,"2"
"181","00fec8b424bd9003ee5c6eea0a0c1a54",46,41,2,23,46,13,"2"
"182","00fee70117b2bf30aaeeed67e2bae1a5",225,121,3,45,174,51,"1"
"183","010116034fa8d80d682e966ac731e9b5",57,25,3,11.4,57,12,"2"
"184","0101b91e4ffe0d48edf5e7135c16af44",65,54,2,32.5,65,21,"2"
"185","0105102da86c72b4fe165e13aeb56d5e",131,89,3,21.8333333333333,61,70,"3"
"186","01054da50fd5e4de74287bd765859eac",74,59,2,37,74,31,"3"
"187","0106a1ee8583132cfdecc48f8a76a612",21,21,2,21,21,17,"2"
"188","0107008d30fef8fa7f0f8a2641e753b4",62,62,2,31.5,62,17,"2"
"189","0107da214fb0a1d662ff70d4977d4200",40,34,2,20,23,17,"2"
"190","0109c29aa80127aff017411abb60b86a",56,54,2,56,56,56,"2"
"191","010a078f0f7cc2665c8979267d8f3298",35,35,2,35,35,16,"2"
"192","010a3fcae5b1494d3593f0fa053653bc",276,119,3,39.4,164,73,"1"
"193","010b7b7f5317e7d651fb6b680818e7f7",28,28,2,28,28,14,"2"
"194","010c2be1e82fe2da4fa5f6698e679a34",11,10,2,10,1,6,"2"
"195","0110381b6bc448bf35f3eec2ac56e533",294,126,3,34.3333333333333,177,67,"1"
"196","01112d54c266952e8a695e8433e83139",217,79,2,31,30,62,"3"
"197","01119551e774d4d925728160270e3ec6",58,46,2,29,58,17,"2"
"198","0111c92fd3494221da6e2c9f57ea560d",11,10,2,10,2,6,"2"
"199","0114f7935458391c5460e9509f86a494",32,21,2,10.6666666666667,32,11,"2"
"200","011b220b31c956eab56942fe13250a81",74,64,2,37,41,33,"2"
"201","011b2769b1fb71e46ec895d59f4ea7df",50,50,2,50,50,28,"2"
"202","011c5c921213da2f084011083192c3a7",26,26,2,26,26,16,"2"
"203","011c8592b8ba26f99d885620b6e42cf0",12,10,3,8,12,2,"2"
"204","011d9b8ea48c6e103aabed4a86b4598d",83,55,2,41.5,83,37,"3"
"205","011e3017b3bbd2e84f12b75b53312f8b",32,32,2,32,32,19,"2"
"206","011f2a13349e88c0617222d80f4dc7ba",304,124,3,47.5714285714286,249,41,"1"
"207","011fa165365fc1f3d0bc1c46d8b44fad",76,76,2,39,76,28,"3"
"208","01218877a11597f3291d3be8fbf34693",72,48,2,24,72,21,"2"
"209","0121b9a04fa8083da21c838c4c439d37",66,34,2,13.2,10,66,"2"
"210","012229659d2b7758ef0d763a9d12fb2a",288,119,2,28.8,237,20,"1"
"211","012326d08825a9239ee48016a7fd5d2a",113,89,3,37.6666666666667,113,27,"3"
"212","0125bb8b0c84dad6e3d71095b00f3824",45,45,2,45,45,20,"2"
"213","01295b7edbad32cdb52a21ab588197c3",38,38,2,38,38,37,"2"
"214","01296f1eb90bd2fce6d5e8103ce813a5",22,22,3,22,19,22,"2"
"215","012a9b7a6616c6120a561c2470d82769",37,37,2,37,37,19,"2"
"216","012b4cb444254a0c8eb6ab630b7c7f77",155,130,3,38.75,117,38,"3"
"217","012b5a9aedb0e638e95d8e67cceba77b",163,101,3,23.2857142857143,35,70,"3"
"218","012c53f5397021b11b87113d2cded03b",27,27,2,27,27,16,"2"
"219","012e9024523cb63c0baf3c26d1bacfae",60,47,2,30,35,25,"2"
"220","01341fcf24ab00e6ce4dabe3c628d027",139,71,3,23.3333333333333,70,69,"3"
"221","013518a2ac12c0ec7f11ac89ebd2d5ba",56,46,3,28,46,56,"2"
"222","01369e9d36628c742dc319bbf0a88259",14,14,2,14,14,12,"2"
"223","013a1a00658ea40e951961e910e6e4db",302,108,2,35.4166666666667,231,31,"1"
"224","01400d0edda2774f46732259da9340d7",19,19,2,19,19,11,"2"
"225","01426e3fbf6f4d20c8c4b255fc695b14",42,31,3,14,42,12,"2"
"226","0143b31be5c789bd466d628918b0c0a9",268,134,3,38.2857142857143,235,33,"1"
"227","0143ffcceeaaff51b02d66d64e5057bd",167,102,2,18.5555555555556,167,9,"1"
"228","01446b52c1075ced44b5161236380480",83,60,2,27.6666666666667,83,25,"3"
"229","0144fe9e05b99706a88984fbf0e1b5fa",13,13,2,13,13,12,"2"
"230","01461fb2e92672094bde96174899dd1e",24,24,2,24,24,21,"2"
"231","014635187859f855633649a0e853940b",99,56,3,33,68,31,"3"
"232","0148786245b4a5eb2e6312b63975a0fe",48,48,2,48,2,48,"2"
"233","014a667a904721b1eec8941617a37983",115,63,3,23,99,16,"3"
"234","014d40a2f3f2a69dcb4b6e1710f2a1b6",95,38,3,23.75,72,23,"3"
"235","015668bde0fe67b5f2b69363df0b8ee4",19,19,2,19,19,11,"2"
"236","015674975686150065be65d527d7dc95",15,15,2,15,15,13,"2"
"237","0156c5fcd108f029e4eb4d40f1e15847",56,52,3,28,55,56,"2"
"238","01597bd49ddea6a772935c29663aa864",56,48,2,18.6666666666667,56,13,"2"
"239","01597c5518b2bbb08c4a8ecf81d5f0dd",51,46,2,25.5,51,13,"2"
"240","01599b295eb7a50450ea74b9a82ad693",105,66,3,26.25,63,42,"3"
"241","015b8c00ac1668c3c81f733fc9f0698d",54,32,3,10.8,54,10,"2"
"242","015be0cae058e56a1873b8cd19ce6173",39,39,2,39,39,20,"2"
"243","015c40d7c7cf4a005806e7af3988a81c",21,21,3,21,19,21,"2"
"244","015cb0e40bdee3fad9d5e8181306747c",16,16,3,16,15,16,"2"
"245","015d378bd4d2c42b30a5847da3c8d4d3",18,18,2,18,18,11,"2"
"246","015d6818ed811f6acb386b47d9d64671",29,29,3,29,28,29,"2"
"247","015debfa4398a9bbb5f8717560d78740",119,67,3,29.75,119,28,"3"
"248","0160c215b086cdcd435db935c37b8a73",68,58,2,34,39,29,"2"
"249","0160f36758f314794e86184310316231",143,78,3,13,121,22,"3"
"250","0161a124a13a10a36bdfc42004bbe62a",30,26,2,15,30,9,"2"
"251","0161ba439d5ae412cdbbfd48ed9bdc7c",60,50,2,20,60,13,"2"
"252","016218ff3094a80efea55ec030fcf923",143,85,3,47.6666666666667,99,44,"3"
"253","01635985b044035738661d2a98e40af8",31,31,2,31,31,17,"2"
"254","016381714f92f72c74c616b02c3b6c4b",20,20,2,20,20,11,"2"
"255","016461a2eb3ed80039cc549f0a68e9f7",61,48,3,15.25,61,10,"2"
"256","016523e7292d8ea780644499ac6b6a2d",78,48,3,11.1428571428571,59,19,"2"
"257","0166bc5e93e3e140d071fdcb4b7a1e03",32,32,3,32,26,32,"2"
"258","0167b70fe0ab2d36c5950962e1bd5966",125,93,3,31.25,98,27,"3"
"259","0168d2fb02405d5a4d697d83a785d5d4",256,96,2,25.6,256,18,"1"
"260","016a3b2687f1e87ec2a384ab2e0dc8f8",199,125,3,39.8,66,76,"3"
"261","016a3c555240e96875145ac82e9e2d2c",108,78,2,36,76,32,"3"
"262","016d83958f16b96521f8cd4320a3eedc",172,91,3,43,172,37,"1"
"263","016dddc23cc5ffd6ba3862e3079ff7b4",50,37,3,16.6666666666667,50,7,"2"
"264","016f1458e3282f8fc752d5820acf33f4",11,11,2,11,11,9,"2"
"265","016fbc6e94414ce879b75834d4fc0403",22,22,2,22,22,21,"2"
"266","017023f8d806abfaffc481a4b2a7c604",14,12,2,8,8,6,"2"
"267","0172f32168ee467a6eb8dc7f3430eb1a",210,117,3,23.3333333333333,210,25,"1"
"268","0173279f33124095c2b1c1e0e11ec95c",56,56,2,56,56,56,"2"
"269","01734d619251b5b7c5e0c73db0d214ef",23,23,2,23,23,22,"2"
"270","01736df0d7b0897565ba955362ddabf4",276,97,2,39.4285714285714,192,47,"1"
"271","01739ec6a9f5d91ecc94ea509c50b44a",88,64,2,29.3333333333333,46,42,"3"
"272","01747eb404ca0d07ca97f05338feb610",12,12,3,12,9,12,"2"
"273","0174b9559db88e4e4defd83548fa63d8",26,26,2,26,26,16,"2"
"274","0175f6e65ef5532fb3d09295ca98af67",88,65,2,29.3333333333333,88,29,"3"
"275","0177026248d407202ee791b8404c2658",137,93,2,34.25,137,31,"3"
"276","017af3a3f45d24c017220f2f92145da3",90,75,2,45,90,34,"3"
"277","017cbedf5937860b274f46945bc7cbd8",16,16,2,16,16,8,"2"
"278","017da4b4f9f783557aa4e33b7cbe8783",40,34,2,20,40,16,"2"
"279","017ea65830268bd44bf6e5d209e72455",128,87,2,25.6,128,26,"3"
"280","017ec97354fc3b5dd5c7381d432d086b",51,48,2,25.5,51,13,"2"
"281","017efdab151a7d2012c1326f449f10e4",49,37,2,24.5,49,20,"2"
"282","017f6c74b3c7ee24b29be300dc2fc550",81,36,3,16.2,33,48,"2"
"283","0182758e9207c6b64751800028043110",27,27,2,27,27,16,"2"
"284","018444236f1205acc203a963a241066d",280,134,2,31.5833333333333,156,32,"1"
"285","018491d3892ac934e57db1cfc884227e",163,84,3,40.75,116,47,"3"
"286","01857b9dc90cb1ae64d92e2369ca2d2e",174,102,3,29,174,20,"1"
"287","0185fdcfd756a8715b3c213b8134246e",11,11,3,11,6,11,"2"
"288","0186bdff091ff215716f7714cc8527ae",104,71,3,26,72,32,"3"
"289","0189bbfacd4a0677837175907eeec246",172,82,2,21.5,172,12,"1"
"290","018a30985b136d2a4e1f30c095f2ec42",49,49,2,49,49,28,"2"
"291","018b6f180007e76140d2a8b9d9debad0",92,25,3,13.1428571428571,92,14,"3"
"292","018dfae11e082f64c4cf812751a5466b",59,40,3,19.6666666666667,31,28,"2"
"293","018e9ea4070e4df6b1e3e4137f8f42f0",13,11,2,12,13,12,"2"
"294","018f7ffc77915f49b0b6c7e025cae080",247,128,3,41.6666666666667,164,72,"1"
"295","018f8506e2f8d2673164c07b0f66d515",161,109,3,26.8333333333333,108,53,"3"
"296","0192b25598f5c232db99a05f0481315d",67,43,2,22.3333333333333,2,67,"2"
"297","0195a2df8f9286e15cfce0bd9693c8be",36,36,2,36,36,22,"2"
"298","0199ec854b2b3d0c285eb34db94c7528",11,10,2,10,4,6,"2"
"299","019af1f0b2c89f89ea51a41feb45972d",17,17,2,17,17,8,"2"
"300","019cf11509d168b23e915cb441cded0e",42,42,2,42,42,20,"2"
"301","019e22e814fba9bf8ba22c57358ae7e3",11,10,2,10,10,3,"2"
"302","01a08c56824b59fba0b69b27342efb85",33,33,2,33,33,16,"2"
"303","01a1c1079f5e7a9442cff9a5076cc29d",304,125,3,36,225,72,"1"
"304","01a21c09e3aa7a7b33f84b2906139031",23,23,2,23,23,22,"2"
"305","01a247953015c71aa8b2d17fa8fe94b2",21,21,3,21,19,21,"2"
"306","01a60d17b9ddef63ee7e3d432daf3f9c",35,35,2,35,35,16,"2"
"307","01a7a60c5c41646abf905002b5743494",36,36,3,36,34,36,"2"
"308","01a8b4783ff1f37288e8213b029a4ed4",48,48,2,48,2,48,"2"
"309","01a9c296e09abf03734f86e91ef72bc9",228,128,2,32.9,37,63,"3"
"310","01ae848110251a33a74328e79393f608",249,76,2,8,8,76,"3"
"311","01ae904a65d6e70d3c09ff3eb00ee7a9",95,86,3,19,70,25,"3"
"312","01af3905e8590efd1b2b4fbdda9ed93d",28,28,2,28,28,14,"2"
"313","01b19e93c09cab04f5aaae3c95560597",22,22,2,22,22,21,"2"
"314","01b241d31f5cb00108a6114e5f276223",11,10,2,10,5,5,"2"
"315","01b407186e965bc810f816ed18742dbc",84,58,3,21,33,51,"2"
"316","01b54d9bf91fe460669778a9e0fde857",62,53,2,31,62,22,"2"
"317","01b87c2f70c8806206d61929c5dae86a",249,76,2,8,8,76,"3"
"318","01b9cd10336b29c0695a959606e7ed3a",124,90,2,41.3333333333333,85,39,"3"
"319","01bb622bd54c8b6b4b643a8336e58f53",283,132,2,46.7692307692308,65,76,"1"
"320","01bd469da2ad05b45e23142072253c12",31,31,2,31,31,17,"2"
"321","01bd5a51c0b7e6d836b54358713aaf9c",29,29,2,29,29,16,"2"
"322","01c0c56d49b48bebba920628066d4824",72,54,2,24,49,23,"2"
"323","01c16171c74e46cd242217963baf100f",283,118,2,48.3333333333333,125,79,"1"
"324","01c268cd65305f00ae691903f30ffe98",37,37,3,37,34,37,"2"
"325","01c37cdf5f284c4aab2c8ca8c77eb3f8",103,65,2,25.75,103,24,"3"
"326","01c3a379e029f541cc580dc1fddb0e8f",21,21,2,21,21,17,"2"
"327","01c733b4501e434b78e0bf6a678440fe",49,44,2,24.5,49,13,"2"
"328","01c90cb0a557f60d7f8d49dce936a1c4",288,117,3,37.5384615384615,235,18,"1"
"329","01ce2e65f0324eab16087c4e41d8808c",91,74,2,45.5,55,36,"3"
"330","01ce81eb415488a641554906594ef949",11,10,2,10,5,5,"2"
"331","01ce929a1491a5b58e27a025c1ce3665",223,103,3,37.1666666666667,223,19,"1"
"332","01cfa36d3f53e51434df7b22fa9ac047",112,61,3,22.4,112,13,"3"
"333","01d12aa9b55edb6518fefec5737763d0",94,45,3,23.5,94,19,"3"
