id_cliente_enc,total_productos,productos_distintos,dias_activos,compras_por_semana,compras_entre_semana,compras_fin_de_semana,grupo_preferido,Cluster
cede0fbaff2aa3d83b05833c023eaca9,59,48,2,206.5,59,0,05040,1
9b36e90c76cf836d62d1d7cb7d315298,53,53,1,371,53,0,05030,1
6f97df2fd441222d97bf1c6691b26005,43,35,2,150.5,43,0,05040,1
414b6dd9769c97d90c12b0d1748ff905,36,36,1,252,0,36,05040,1
ca65cdd44da8d9d3a68360c9326d1a70,36,36,1,252,36,0,08230,1
b08465ae6341926576595975355ea68e,23,23,1,161,23,0,01026,1
390718d80cb9303f6d6adbecd3c0559d,51,44,3,119,51,0,05041,1
173c2d712740b238d2130cc1960c3236,34,34,1,238,34,0,09130,1
6ee5e8ce2a7890e6f36150626e0ff01b,14,14,1,98,14,0,01026,1
e45ef2a3bc669a0183041b4f94d70f44,193,94,3,450.33333333333337,193,0,12470,3
15956b476dc8707e97ef4b28c5a8f81b,68,45,2,238,68,0,02691,2
63ad47d011dcb37966dfb08feae8c0f7,21,21,1,147,21,0,01026,1
4c92be976a0d19607254714d0eb32094,134,93,2,469,134,0,01027,3
5d3a63232c2292b7856e8012e6b7c54f,115,66,3,268.33333333333337,115,0,02650,3
78edb7ad4a3a2bcdb2a5e215c217083c,168,91,4,294,127,41,05040,3
2e71007040d707548abad6c1ff4c4b93,21,21,1,147,21,0,11100,1
721dbf6df2b15c7671e7267247f29e68,247,59,5,345.8,153,94,09111,4
d1977d8d1f914ddeb30af506d470144d,63,63,1,441,63,0,05040,2
a0e02e825bd846206cfe0a799a0bc039,49,49,1,343,49,0,09130,1
498fc3c22739346db91dbd27f9755614,4,4,1,28,4,0,05030,1
0805d12a505915ceb52461df756e8801,63,63,1,441,0,63,09150,2
9bd3208f89cc9a0b2982046ae395563f,99,21,6,115.5,84,15,02721,3
8f7620e2b0e803f88063a4a965a5aaa5,8,7,2,28,8,0,11100,1
c92b5b0f454297803cce9ada1501c3f8,87,70,2,304.5,87,0,10240,3
89a67827e9f71f0c59ba46d0d58b7297,98,73,3,228.66666666666669,98,0,01012,3
f84069e91696ce503f368b7c7c233a51,290,159,5,406,243,47,02620,4
caf537590b70e9ec5d71b5a710118d71,88,64,3,205.33333333333334,59,29,05030,3
ed0c5547d667d5543315c7f1589aefe2,76,69,2,266,21,55,11100,2
6402585621785562d5c2c8fb46665a2a,99,80,2,346.5,99,0,12610,3
c74505ccaee477c90d9ca85326375504,35,35,1,245,35,0,08052,1
b07eabb61b750f2cc343f1c526ac1dea,37,30,1,259,37,0,01026,1
3ce3645a3ac6b46dae0e9c33a2e20bed,101,75,2,353.5,58,43,09030,3
78c2526f85f666e8d67faf52e1e05c48,92,64,3,214.66666666666669,58,34,10200,3
604d7d92ea8cfa66d31d2385cb783610,84,57,3,196,84,0,01026,2
fd972068539892155668307167dbf2bd,52,41,2,182,28,24,01026,1
23c6c8b557a7bf2b9a107db716646d7c,51,51,1,357,51,0,01016,1
42acaca897254c19d48f9f30ebcd7e9c,16,13,1,112,16,0,12710,1
bddced1731f7ff81595191d94e4c4427,85,85,1,595,85,0,01026,3
351bbd0939a2cd954aa702a8250149c3,72,56,2,252,50,22,05040,2
6cae9a1f52a3ff5edc8cb22cc84a5ba7,14,14,1,98,14,0,05040,1
572ce14dd68b0cf8531896c60672b6af,31,31,1,217,31,0,01026,1
e2bcdf5e7691b6539e6fd1ee293ad506,81,55,2,283.5,81,0,05030,2
cce3b1b01e1a98c6f0a9beb9fcccaa91,17,13,2,59.5,17,0,11040,1
59e5791f3e3f8840e77cb5efe4537ab8,65,65,1,455,65,0,01026,2
22959cfcfe7c296f389f7835e4a67739,25,23,2,87.5,25,0,04032,1
e8c6bfc227cf254b13f41e287638169e,32,32,1,224,32,0,11080,1
ae4db00c5ed4ec4c2889ae9d39fb6519,163,95,4,285.25,163,0,10200,3
f71e647211248c122dace416659c08ef,43,39,2,150.5,43,0,01026,1
f7ea6c872fe77f6c9a1f2095dc42fcd0,24,24,1,168,24,0,08313,1
ba69a49ecf05e4895b5f2d1339d14530,39,34,2,136.5,39,0,05030,1
22418317d957dbfd863437371da73257,141,94,2,493.5,141,0,01012,3
e4610106d142750459563ecd5f700941,54,54,1,378,0,54,08010,2
b379aa0c7ac70eada4c80a6524aaa00c,35,35,1,245,35,0,05040,1
b7ee8540e356d2f3702cb4d1b447039e,18,18,1,126,18,0,09130,1
fd5e539c29431a75ea8ae554b49810a8,64,34,3,149.33333333333334,64,0,09130,2
c263fa7f6bdce8d67f0293fd87236954,73,53,2,255.5,16,57,05030,2
fabf34850a88191f4589da12c0cdb552,1,1,1,7,1,0,05030,1
761d23ead74b470a13485a8ac84e5f92,46,32,1,322,46,0,06100,1
bf7a50906e284507c1e2e8654b462c77,11,11,1,77,11,0,10200,1
b15686cd4ef206e2ea1efce4a25842fd,28,24,2,98,28,0,03033,1
5aedf95a2e9ab62d1e3d5b9679c9a17f,21,21,2,73.5,21,0,12570,1
8151c6fb002aafcdfa4a5c97105aab5f,60,60,1,420,60,0,05040,2
71004d369bf8a60239c6aac643f4d721,98,75,1,686,98,0,09010,3
4dc73d93e1d91abfc909a8001bf0eb56,27,27,1,189,27,0,01026,1
08dd98922f23f4e49dfe49fae6663bdd,14,14,1,98,0,14,01085,1
19a76ac8fd161f09799561875e3feefc,179,85,3,417.6666666666667,179,0,05040,3
5bf51cd9700a0e104e69c537860773ea,199,116,3,464.33333333333337,199,0,05041,4
269cb00bb9b91f5dc7d3f967dc66b379,84,46,1,588,84,0,12500,2
455b157621b3e7ab97a8d865fa7cd9ce,213,96,4,372.75,213,0,01012,4
10466b9b6a1b0491ba7ad9e99d61c4bd,12,12,1,84,12,0,05030,1
04298ddb1dcf4225fbbe92e0882c2ac0,57,42,2,199.5,57,0,05030,1
0d3bd1b1808203a6d4eeb35312d7482a,71,62,2,248.5,71,0,02620,2
f345106047a44cf5295d14a624885867,47,47,1,329,47,0,01026,1
9db50209043e87d8611b7cac2de04251,125,72,4,218.75,125,0,01026,3
2e13aa79d6aaf0b5e964ae202af2f0e1,19,19,1,133,19,0,09130,1
c44378d7dca3c94fbc83f0e43abc2f28,37,37,1,259,37,0,01028,1
a2e63c9504baa213ad700db0bb217874,19,19,1,133,19,0,01013,1
ea0bf9068094ca44e2a07b157004b571,208,100,3,485.33333333333337,208,0,10200,4
6e0bd9e92e01a796c4b8a112f8c83eb2,58,58,1,406,58,0,04060,2
36f5e3039f67f0601aa30666b8c1bc4d,43,37,4,75.25,43,0,05030,2
2e856a6bdc722834a6ae3e395c164776,29,29,1,203,29,0,01013,1
34cc384959df5360db9ad9296deab349,26,26,1,182,26,0,01026,1
fea6fa367a46f25ce0a0fc0a4a7302cc,26,26,1,182,26,0,11100,1
8bf55c014326c36422a3ed7df4d02625,10,10,1,70,10,0,01012,1
2ab22a72dccce5beeecdd1b10131ab56,20,20,1,140,20,0,01201,1
917045e7cecf2c99c283858c01c9191d,269,159,3,627.6666666666667,97,172,01012,4
365cc7652be047f675e329747029c58f,154,89,4,269.5,90,64,01026,3
c374aafc057327796af92772180285fc,60,52,1,420,60,0,01012,2
d777caf3db5f330652c122d50bd410da,213,118,2,745.5,213,0,01026,4
5794a4609b65cc21f4ee283da3e52e10,184,109,3,429.33333333333337,109,75,05040,4
dbbe539e2ed610d95917a716a26e2856,442,118,3,1031.3333333333335,400,42,01027,4
e6bb5f8e58de75bf3cc637ef3cc7cbb3,128,120,2,448,128,0,08052,3
66751ab918e955a5b7db6716f6f638a9,175,85,6,204.16666666666669,152,23,01026,4
71bfd39312b923d5662c5b9fa0e75ee2,68,58,3,158.66666666666669,68,0,05030,2
2f3f82b644fcc0aaf83ce00cf9634e9f,196,117,3,457.33333333333337,112,84,01026,4
22539da87ea5260d8864b247ff5ed9f2,75,59,2,262.5,75,0,02650,2
d1709c7ee8ee95a280309df56fec9804,54,42,3,126,54,0,10240,1
de3b9ad0bc4b17c4247b696101abd5f1,95,64,3,221.66666666666669,95,0,11140,3
9ce87257d7b342cc2095738fd9e14e1f,116,88,2,406,47,69,11040,3
924241775b7c2dc1089e6f10a582aa25,32,22,3,74.66666666666667,32,0,11040,1
fc8d5e31c51b6049b28e0143e72c7d8d,71,71,1,497,71,0,08010,2
444da343e608a8dd73bd31515f4b448e,37,37,1,259,37,0,02690,1
fcf045e95f78fbdf05f1badea142b832,36,30,2,126,36,0,11100,1
ae93c2dc97b7388c7191d6798e4cfda9,363,114,1,2541,363,0,01085,4
33ae44b7c81ef3cc71bf57140ded3659,44,44,1,308,44,0,01013,1
c635c1e9146ebe568f6dd4b544d31198,46,36,3,107.33333333333334,36,10,08052,1
b02d3a1f44dbd1b11b5c1ff136917fa6,95,69,2,332.5,95,0,05100,3
01a7a60c5c41646abf905002b5743494,36,36,1,252,0,36,09090,1
a93aeac5c01d8c8c9a513ad9283daebe,71,61,2,248.5,71,0,05040,2
b2a778f8de690f486168ef04a6c10a51,22,22,1,154,22,0,08150,1
23f281912f94b148745a01743836bc26,25,25,1,175,0,25,04060,1
c656df0f76ea594e510d7197779de709,247,88,5,345.8,203,44,05040,4
3f9de70f889b429f3f5c5b33951727f1,10,10,1,70,10,0,09030,1
3ef70ee02521f6c612c2b2fb7547b5e9,99,62,2,346.5,99,0,01012,3
9779d3322d96c3eef39af855d72191e6,82,60,2,287,82,0,09090,2
a80f483c3ccf51b37040cbc54ae2bb3e,76,49,2,266,51,25,02690,2
4be0a23ae46aaf3428deb6d2f1d61d94,41,41,1,287,41,0,05040,1
5db986763a4f9c9edf79c2731e508b2f,263,146,5,368.2,223,40,04060,4
7d4aaf49822b7afbed2d3d9d0020b297,124,75,3,289.33333333333337,96,28,01013,3
88b384013da215f4a705e0b77795f70f,131,90,3,305.6666666666667,63,68,01026,3
c289b6ed42fba8494d9047096ec9bdb7,80,61,4,140,37,43,09170,3
9cf5c15112b82713e8e8a72f1c6c420f,108,74,4,189,57,51,08010,3
3398e8557a108f13d73572f7d8533b6f,38,31,2,133,38,0,01013,1
6f2e987f790d787eec70842a3737016b,45,39,2,157.5,45,0,05030,1
96799eb709aa833d0ce3aa5ec27754a2,53,40,1,371,53,0,05040,1
c9c1faff5edbe88797c4c9bcfd7d57d4,23,23,1,161,23,0,08100,1
5dcaa3dc662ba14c109b7df1dc0935d0,164,120,2,574,164,0,10200,3
df9dfdf9d0c901cce80249d5f4039ad3,182,108,2,637,182,0,03090,3
38200a4ddbf765c02ad42ac7eb948962,159,68,1,1113,159,0,10080,3
38c84ce5b5c45dcae95102c385f49cee,22,16,2,77,22,0,10153,1
a69af15bad35786262b236d594711fd0,112,90,2,392,112,0,05040,3
586d88bec59a2ef38dad62c99e3e26f4,94,66,2,329,94,0,04080,3
1657bc1333136689653bf8c3a1f4dd6b,45,26,2,157.5,45,0,10200,1
9572803249fd667ae0c7e9b356b5956b,98,57,3,228.66666666666669,98,0,05030,3
bf0014c2a1d061c32de55cb19830cc33,148,87,2,518,148,0,01026,3
c0c064b464e0772582d45c1023804293,21,21,1,147,21,0,01012,1
9acb5892f233827eaaca3ab7a403de11,104,56,3,242.66666666666669,104,0,06100,3
e1b076127c364a6e92712a8f0d8985bc,48,47,2,168,48,0,03050,1
44df4717632214fec4b1d7d217eca189,178,91,3,415.33333333333337,133,45,01027,3
3025598aad451ec241c9ce3caeab6a3e,495,201,3,1155,495,0,01027,4
8e5f444e2980573e0319d67cc9d6cee5,271,98,3,632.3333333333334,271,0,05040,4
a19e471591a41e7855bc3f57699b45eb,129,93,2,451.5,129,0,05040,3
75bfb8031136e554df3d93b88b0b7cc4,27,27,1,189,27,0,05030,1
72e21d11bb13964a005b1a56c2c0086d,30,30,1,210,30,0,01026,1
0c0359b97aad64938db5456a4f4519c8,40,34,3,93.33333333333334,39,1,05030,1
a7945126bfe672d09283d963ec686ca7,9,9,1,63,0,9,01012,1
727b7a9f1d526fb1247d09352001014b,49,32,1,343,49,0,08150,1
fbc2daa723fae81165d6bbb9799d169b,31,30,1,217,31,0,05040,1
e6130bd013a9af864fad186940d6840b,22,22,1,154,22,0,05030,1
ea17ac4665c57fce41c4cc41ce4a1d46,66,45,2,231,10,56,01026,2
00ae694d81a199a390cd0c6954abb070,77,57,1,539,77,0,05040,2
f459790e689ecec7b74131d825363c8e,110,60,2,385,110,0,08314,3
44668132973adbb540bfa374e006d2c9,193,139,2,675.5,61,132,05100,4
68edc1f70dddc3a28b244ff744f4bf9e,47,47,1,329,47,0,05040,1
f0159c4519f7e8e641c432ffc53fcd7f,45,44,2,157.5,45,0,05041,1
391aab2552d75ba5c8ce8054b1707008,215,93,4,376.25,197,18,05100,4
5b55a3c163dbfda59441e3bad0df29c3,14,14,1,98,14,0,01013,1
30acaf164892ea904bee1bdc8cfba6b8,88,64,3,205.33333333333334,67,21,11040,3
b4eee5431282167b2c690ca5048226f8,33,33,1,231,33,0,08010,1
fe52311b246f88407a1142d891ad77ae,432,144,5,604.8,339,93,05040,4
9b8b000eab4b8835d44921d2cf317a2e,14,14,1,98,0,14,12500,1
7452f71a67c9a0ba3fcb9d1d1f484a7b,57,41,2,199.5,57,0,08150,1
f89fc432aaa4d53be403956bf6ceb15e,146,64,5,204.4,146,0,10153,3
792642b24cc9404612924c42ec4e09fe,64,57,2,224,64,0,01027,2
7b2bf838de372e5f727cf624cba5bda7,101,56,2,353.5,101,0,13820,3
893e3200cd6975ee9ccb36a90219ab87,1,1,1,7,1,0,09010,1
952228e7c2c130569a2ba843ba0b7379,37,37,1,259,0,37,05040,1
a2deacfcf880097f81081faade7061b4,100,73,1,700,100,0,04080,3
46d71677785f7eea02bb65ef7d7641a8,28,23,1,196,28,0,08010,1
58c3b20cd41529a04b789c8661eb46bf,209,124,4,365.75,209,0,01012,4
7e2e2b89761451882ea108087701fa66,130,74,2,455,31,99,10200,3
8b3fbbeeb8db87dfb12e48c0631b5540,19,19,1,133,19,0,01026,1
12668f0df8352e8226063531c165c095,131,84,4,229.25,131,0,09070,3
adab9d91d2e8fef6ea57f7bbf19dc36d,74,50,3,172.66666666666669,74,0,09130,2
0deea0d089327f55c5fb5ce689cea9a0,6,6,1,42,6,0,11040,1
474b03d774586968c146218233102c40,39,33,1,273,0,39,04032,1
03683d79d8f7c11fcabe1be80d9aa4e0,14,14,1,98,14,0,11040,1
a786f31515170728f212144956611324,75,75,1,525,75,0,13490,3
424bdfe5ed51ec0779f5e27017ecd6d2,127,58,3,296.33333333333337,78,49,05030,3
62f5dda62c765a50d69ffd3a66d44754,52,37,1,364,0,52,05040,1
4f5692ad6bc37a4f726efcbdca30b2fc,49,44,2,171.5,49,0,05030,1
5c0feb5680101bda4edf192cabd6f4a5,37,37,1,259,37,0,09090,1
53c6aaec60af7a94503f511e9693d45b,53,53,1,371,53,0,10240,1
4ab32152657687462aa1913c4a4ae803,76,57,2,266,36,40,01026,2
3ae025f418de44dec323bb9c0f7829fd,58,48,2,203,58,0,01026,1
3229c1744bc9ad6f735fb8fd73617a6a,35,35,1,245,35,0,08312,1
89221c60fb10cb12ae41a88cf5aa97ca,24,23,2,84,24,0,12500,1
d230f626b4307b11721123619a169fa8,78,59,2,273,78,0,01026,2
ad5f14ec7495c07345b9feaebc024f8f,52,42,2,182,24,28,01013,1
1e7d7ad4468e5efb4789c0487b96963e,53,53,1,371,53,0,01027,1
62cbaaa8f8aa9680bf8c8db836a84cdd,24,24,1,168,24,0,12470,1
cae88edc246482f2c11ee487ddaf3f6f,13,10,2,45.5,4,9,11040,1
e3b35f0c5704ed30e57bcb6046aabe30,40,39,2,140,40,0,04060,1
2fa6930205680b34e76bf2a4cebf9ab1,301,108,3,702.3333333333334,271,30,01085,4
acb07ec6a2abe4f3514c9b7ba6aba45a,50,50,1,350,50,0,12590,1
6fef907e41fb2809bdb8a33298b2b4bc,49,49,1,343,49,0,05040,1
3aefe653e887874ce1ae09278b676032,85,74,2,297.5,85,0,05040,3
7209b92f45df7b4bbdb06c764e4e8d73,211,99,2,738.5,40,171,10200,4
b0206ab9f6b8bf7bb93f1149c35320ae,64,52,2,224,64,0,01201,2
c8109f4dbb773f781ac8e58595184b19,137,122,3,319.6666666666667,74,63,09130,3
82851cf2582524a17355413d209b5fc3,1,1,1,7,1,0,11040,1
a676b8b9958b0b1a264cf7905b55669d,127,63,4,222.25,92,35,01027,3
739141782ae812b816137195d047f4cd,472,193,2,1652,139,333,04020,4
9e1d2538d5ad82413cca1cfa1f3229f2,75,66,2,262.5,75,0,01026,2
4a197a3ceb63b02342717376e435b7e2,105,58,3,245,105,0,05040,3
10ddf7e0e5a8a6857a45e20dea54e8f9,186,108,4,325.5,186,0,01026,4
476f3c52056f2fdb21e26cadcb9aa5fc,318,117,1,2226,0,318,05030,4
207913c74de23d3dbe1e7f41f2d76327,45,41,2,157.5,45,0,09030,1
da502a78cb8aa79d3d8a522040a334e1,99,79,3,231,99,0,05030,3
241de19166f4ae4767e829a545019731,22,22,1,154,0,22,01026,1
9988262654d14cbe554053d2b435b55f,33,33,1,231,33,0,05041,1
302cc03a7ba0f72427f49cf88f94743f,1,1,1,7,1,0,09010,1
da1823551edbe7052d99c494ffb1ea35,12,9,2,42,12,0,13820,1
d74bbfb463e31dfd3feefff9e88abf90,55,43,2,192.5,30,25,01012,1
2771026c165fa8f6f11b7981fd190dbe,8,7,2,28,8,0,12410,1
ffd30e040aab8678fdc1aba49c111245,36,36,1,252,36,0,01012,1
4c810ba14a8418efa5745965907b71ef,90,53,3,210,90,0,09130,3
e2990074287f06ad47a4cdf4dc0c47d9,30,30,1,210,30,0,01026,1
d30695f5d96e15fe0fbd8d61180cbee0,8,8,1,56,8,0,11100,1
71ef75fb666ea1697f23cf5d854eaf8e,82,32,2,287,82,0,11080,2
dddae0ed9a0bdbffff848bd51b91a61e,152,111,4,266,152,0,10200,3
980c7c521dd50cf15536bba8f2ec317b,30,30,1,210,30,0,03050,1
a504b414d141076620abeb62c83ddbb5,117,82,2,409.5,117,0,01027,3
97ad81cf1bc4f45d186f398d425a397d,14,8,2,49,14,0,05030,1
6caa44dd04a62a9f6c1eddc0953d30de,137,75,5,191.79999999999998,102,35,05040,3
997530473da37bab73ba0f01fe9a2da9,10,9,2,35,10,0,12591,1
f2cddfe1bc1c5753843d47bbdb6b6162,123,104,2,430.5,36,87,11100,3
26434ddb150bda98979471da51a35dc7,49,34,2,171.5,49,0,05030,1
310689c8f89b1771539b3ed851771f9d,120,46,3,280,120,0,05040,3
e19f661995737d538582cd43269c5d82,35,35,1,245,0,35,01012,1
a504a71ab10daa34eb8cb67800bf20e7,133,41,1,931,133,0,05040,3
b06302a57c2f21f1d0f627678e824e25,17,17,1,119,17,0,05100,1
83e7cb6c54a70c107490475cd0ad18b4,324,100,3,756,277,47,11140,4
a000d698468683471a728e1b19ed0973,7,7,1,49,0,7,01201,1
f0ba02e69e3f18551ed656c708aa7b62,411,166,5,575.4,384,27,10200,4
b0a383abf66348b3804a06cf14273ee3,31,25,2,108.5,31,0,01012,1
e987427fb7fc2a12b83f581eca45f6c9,31,31,1,217,31,0,08150,1
c4a8f335ca0b3c53ae7ffcd388e2269a,140,87,3,326.6666666666667,140,0,01027,3
7108781949c65ba0542cdb41d89582ee,61,52,3,142.33333333333334,37,24,01085,2
e16eb79dbfad124d1a077afb9824ef98,100,63,2,350,62,38,05100,3
7840ab5f68f5fb7b621a41670d698eda,322,71,3,751.3333333333334,266,56,01012,4
1973cbeb7e3364f2b7f991c933a70ff2,58,29,6,67.66666666666667,39,19,05030,3
bc7b599ff180aa9e5732e1912286d494,74,55,2,259,74,0,05040,2
bbfed32587ebeeb3c5e93405f7e65fed,12,12,1,84,12,0,03070,1
29fc8d4244a5e23f3c314f450ce721ec,37,37,1,259,0,37,01026,1
8268394a9bd0fa6c812d3784dbdd7425,234,95,2,819,206,28,01012,4
cbb985f154a95269f2f0c77a6420dfb4,2,2,1,14,2,0,05030,1
290fa5ed5763dd80d9694adfe7cb4fb5,91,64,1,637,91,0,05030,3
23fc58cde8850c4c8c2669dc2e9439c6,111,62,3,259,31,80,09130,3
6338a292cf9314f0babc6d9ccd2420ec,167,109,2,584.5,167,0,05040,3
a1d9a746657001f174adc7cd4a596ae9,90,68,3,210,90,0,05040,3
cc36541f830ddc4b827c5891dd42ce77,86,65,1,602,86,0,01085,3
02295ec5cb4a68b8351136337e527331,20,20,1,140,20,0,12710,1
a0fdcd030aa6e27f49ee5561712b8bce,11,11,1,77,11,0,10200,1
8e51b0727a3fcaf182db975221cfcbec,66,43,2,231,31,35,01012,2
e0836935370b412b23af0e58ca05412f,473,148,6,551.8333333333334,335,138,05040,4
9358f364bc2a5430223d1a112044d795,50,33,2,175,50,0,11100,1
a063defddc9eda192e9fb8ff05ed844b,31,31,1,217,31,0,05040,1
b8531b87b27718929da64a6e05124bdd,61,46,2,213.5,61,0,03050,1
29921705d638cad48f1236fda77ca108,38,29,2,133,38,0,05030,1
cb50926192b572721cdb5c7701bb0d0f,50,50,1,350,50,0,08010,1
684be1ef1e6984637cf616c904070f18,111,87,2,388.5,57,54,08052,3
8d2d37071a6ea06e54cedd29d8079509,19,19,1,133,19,0,01012,1
c9148b82e20bca65dfd1e5af803cfaf5,29,29,1,203,29,0,06100,1
783665cfed5d6ebd76981443bcc3741f,25,25,1,175,25,0,08010,1
7453ed579558b0e40338e58e3ea656f3,23,23,1,161,23,0,05030,1
187293693260ac5fc62def4152d1461a,25,25,1,175,0,25,01027,1
8ea66a594b884e92161c20a44fc99192,98,64,2,343,98,0,11140,3
231cfe4a3b903d6611653fbfd56f1442,27,27,1,189,27,0,05040,1
762a90b0f44c13add50c2ea6b1880a2f,34,34,1,238,34,0,05040,1
8814497184c7eec1fb9f8fa7d0862549,62,62,1,434,62,0,09150,2
9669b70d7da6d6bac70cef491071ef02,120,84,3,280,120,0,05100,3
beee983590e2b33b74fcd0b248bedda1,368,151,3,858.6666666666667,368,0,05040,4
b511b01e621c4d554966c3809959ace0,144,74,2,504,29,115,05040,3
e7abb89a7b08c7f4f2516b3b58ba866c,17,13,2,59.5,17,0,05030,1
b0a8d963924dfd0de5701f20606beaf9,23,23,1,161,0,23,09110,1
1d33ef844b958dca4f96d33b7b574451,57,50,3,133,57,0,05040,2
ecb71b7000c4f596779f462206ba0c86,57,57,1,399,57,0,03050,2
5b4b2e2ee41c0100d01a42d4b08b1d02,44,41,1,308,44,0,01013,1
dd9eef9ad481fb93b02849bfc6cfd4d0,34,33,2,119,34,0,05040,1
7529a538aaa3b61c3a8108a8f774321e,19,19,1,133,19,0,05030,1
fa7c69963fdc711d0274bd5ee7e50452,25,24,2,87.5,25,0,01012,1
b86e4a393890d03653a0169784688050,64,48,3,149.33333333333334,46,18,05040,2
57b4c8f61a774cbd441c4a37ea05c288,357,133,4,624.75,314,43,10240,4
634e93b4083fe710128907d10e165c76,87,70,2,304.5,27,60,01027,3
f2937588c777a7a61fd04ac8eb6be2b7,225,133,4,393.75,81,144,10200,4
6e84d278262f4098f15a19e199cbf7c7,130,82,3,303.33333333333337,64,66,05040,3
64718f023922249910927253c798ffb7,272,120,6,317.33333333333337,133,139,01016,4
54ea0f97f488750d1edd59908dd41d86,39,30,2,136.5,39,0,09070,1
3696e6e3f8a5d8cdb0af125e688fa9a6,18,18,1,126,18,0,01013,1
b5791d1596ea3fbd3dace570644d1751,22,22,1,154,22,0,01026,1
f81e98fc92ee977f2ba6dec5888e39ae,183,91,3,427,156,27,10028,3
613847b5821465416d4bb7e713e402fd,15,15,1,105,15,0,11080,1
16a8aa82abbd347170e737f27cb53c0b,15,15,1,105,15,0,11100,1
b44bca197bfab13ab5cf0d19d1141367,33,33,1,231,33,0,09030,1
a2d1d48a14cf3a556452837b1c5ece13,25,25,1,175,0,25,05100,1
3398dccf9759e2b722036548265e48f9,24,24,1,168,24,0,08010,1
d9795080f2ba152c07853d3c509c1ce5,183,92,4,320.25,153,30,05040,3
dedf620b1af8e4e8934b8e3dbe4e32e8,215,84,4,376.25,196,19,05040,4
4e6d186722d2dfe2e703d90f09ab407a,114,65,2,399,114,0,05040,3
de40ea1676397585790454ac66ce36c4,174,123,2,609,174,0,05100,4
89b8c0e40a8add069408041ccc5612cd,15,15,1,105,15,0,09090,1
f99675ee7cd1245e678206f549c4f88d,74,49,1,518,74,0,11040,2
33dc8b1f4a07ea1a540d113c825479be,12,12,1,84,12,0,05040,1
26879d7bbdb837ddc19f3f58383a0a04,49,43,2,171.5,49,0,05040,1
ed331630841f97fca733379a6370fcdf,4,3,2,14,4,0,12670,1
5bf5e18521d8439ef9609eddf0b420af,22,22,1,154,22,0,05030,1
09ebbd6b98e6d6d80fbb3afb26fca384,26,26,1,182,26,0,01027,1
8b945e3b7a37d24000f1a077ca387ed5,4,4,1,28,4,0,11100,1
d1ab0702ecf60a4738ee6a18b6ee7bfe,5,5,1,35,5,0,09150,1
347657d83d02babae915b3c19fcd2115,94,77,2,329,94,0,01027,3
538b25f8291f6163243f10a2da2402ef,75,70,2,262.5,75,0,09130,2
f6b2fe1a77d46523aa8082de108a85d6,150,123,2,525,62,88,01026,3
86f5524458b4aae654a6637552ba1de2,96,83,2,336,96,0,09130,3
e9b468062eeee23dbc2c51bb325103f3,48,24,3,112,48,0,01012,1
f7597d30c8acd758aca4d45764fecbf6,33,28,2,115.5,33,0,03090,1
c31dc0b5a9e2ff961e6726309888c106,17,17,1,119,17,0,09010,1
2bbb5b02e6a1c27f0ffd654df3c3b081,178,113,5,249.2,156,22,06100,4
64a744255eb5363db5478746398f3553,24,24,1,168,24,0,01027,1
cd9842e5e1b4d30586ebaf6a46a43200,28,28,1,196,28,0,05040,1
6fa39c4207b158c5354af1f18202d7be,58,58,2,203,58,0,09150,2
ce75426d5f58bb5a8251ed0947e96ea6,140,81,1,980,0,140,05030,3
334c42a31ab4c41fc4a4b57859c56351,37,37,1,259,0,37,01012,1
e856ac4fcbb25bb6ded330a8c398b3ed,13,13,1,91,13,0,12500,1
0b69eaf0e7645a6741025dedaaf3307c,320,131,5,448,236,84,05040,4
a67b6dae088b0049c31052ab98a0f665,406,161,5,568.4,310,96,01026,4
b8deb5f81b49d23358797495ac2e3963,67,54,1,469,67,0,05040,2
c5559941fd0f7d9097199802cff09933,88,52,1,616,88,0,04060,3
a248054ce481a2c5e07cafdfe08566b2,28,28,1,196,28,0,03090,1
f57886cd95bd6d9e6af39cabb4df93c7,52,46,3,121.33333333333334,52,0,08100,2
3bab7e9da9bda79cf8995047a24e6d0f,421,159,4,736.75,312,109,01026,4
168b404780afb821132d5a99957a5e29,28,28,1,196,28,0,01201,1
735bab3c8d37ca5c4aa2622238dc8bdc,8,8,1,56,8,0,01201,1
bfdca975dffa01611e8048b22a3b2b93,185,112,5,259,143,42,05030,4
2ab5ef90f5f42b98e0dddd38c6d9cf72,58,37,2,203,58,0,05030,1
ac08f7a9bb103939a62fbc1336834501,48,48,1,336,0,48,09090,1
93fb1d72ce43e850568891b20a3bf9a1,126,88,1,882,126,0,01026,3
554e2cf65dc8e99ed1ad4929757ec0fe,20,20,1,140,20,0,01026,1
6b93274ddb343b79b9c7c28eb1640afd,112,93,1,784,112,0,05040,3
9d6b6225463ddd3baf388baeed9a9035,25,25,1,175,25,0,12410,1
031be2fc3bc75453ec31a79e370cd170,78,49,3,182,52,26,05030,2
0dc2650b485bc325b8367a27556c3a99,83,64,2,290.5,41,42,01012,2
faf5778336ecee095258d877d3515897,12,12,1,84,12,0,09130,1
520ad6c3171cbdca447c83bb68706de9,46,41,2,161,46,0,02690,1
a3a08e4af2d45bcc8771045e2a8f751d,44,23,2,154,44,0,11040,1
2fa3d24f8bacc4dc627a5e21fa21e644,223,63,5,312.2,209,14,04060,4
d674b4275a2545ed4a007f77e59fe2d9,12,12,1,84,12,0,05041,1
