id_cliente_enc,total_productos,productos_distintos,dias_activos,compras_por_semana,compras_entre_semana,compras_fin_de_semana,grupo_preferido,Cluster
0aca8f723df043bc8a09bb1f26d60975,15,15,1,105,15,0,01026,1
fd6c2389a6a8bbc7eb1099d2d5177ee8,168,102,3,392,57,111,05040,3
5dabcb13a4115ba3192eb523ced15884,58,39,2,203,46,12,09150,1
b061b1df105cee912c52224e8ca3b8c7,24,24,1,168,24,0,01085,1
ca5b73a3c1a00d224306191d385c1655,37,34,2,129.5,37,0,01026,1
29d95f16cddc4e272192d885278cb9db,82,61,2,287,43,39,01028,2
a95621332b88bf8af9a00c4533156570,35,32,1,245,35,0,13930,1
d9ef1b91a16fdf0afabd6de1f23f4583,102,51,3,238,50,52,11040,3
976e331b74ba2cb8ce73e541c8da05f0,15,15,1,105,15,0,02691,1
562fd2ebaf7cd02b0d1e3bae0ea45875,110,45,3,256.6666666666667,56,54,05030,3
918103989e8aaf41dd6ddc5565bdf9bd,21,20,2,73.5,21,0,05040,1
7fb74525bbe15474b0ddb7da4f371bb3,181,82,5,253.4,181,0,05100,3
5033a2bd8dc1f5a92fc179d6bb390803,5,5,1,35,5,0,11100,1
8e7a03d05d6d970a62a499d825528f2c,11,11,1,77,11,0,04060,1
5b8313749818212de9b1d767a30ec82d,61,61,1,427,0,61,01026,2
531a7ea291159ace5804ea7f04a7e8a2,39,37,2,136.5,39,0,01013,1
12f7575b74c9709fb327520b13006aad,45,45,1,315,0,45,12570,1
b22ebab69724d5a30e14bcf95e72e4be,241,102,4,421.75,241,0,10200,4
7bfff26c0bd68127d47c30b47cc49fbb,2,2,1,14,2,0,11140,1
ab9bdd999d9243d76d5ad93c777eb6e0,145,75,3,338.33333333333337,105,40,10200,3
6d9461b00b8f14a09d559d16a41762e6,47,33,2,164.5,47,0,12590,1
851cce5b3b0ee3aa24a22d358c919015,68,54,2,238,36,32,01026,2
63542acb0c0b770d535881ef8406e35b,5,5,1,35,5,0,04080,1
26e8cef65e6bf64aafd8197c7ce4e468,86,86,1,602,0,86,05100,3
173754d599a221dd14d831e3b8d84454,36,36,1,252,36,0,08090,1
34ad07814b5d106429282881e6876245,90,60,3,210,90,0,10040,3
35cf48f9b3f534d9972ba9266dda9c39,53,31,2,185.5,53,0,05041,1
799953a94511deb5f7e2081614c8bb10,115,92,2,402.5,58,57,01026,3
61e583ec8c498cd770e326e33ebd9a0e,102,68,2,357,102,0,05040,3
90b0b9e2e955ffa883397ccf52d55b21,27,25,1,189,0,27,11080,1
b62d6e0adc013768947b251889c105a6,99,78,2,346.5,99,0,10200,3
b126520b09f06f72489de6efd29d6808,89,69,3,207.66666666666669,89,0,01013,3
553198f5a29f05a89d1e9faa6f1d26ad,42,42,1,294,42,0,10200,1
19226f312b01cbcd557d53ce96533339,2,2,1,14,2,0,06100,1
b933b2e26983525a68671586c2141f8c,40,40,1,280,40,0,01026,1
93572dbd261e23aba4f5535e1f74cf87,47,47,1,329,47,0,01026,1
2c74b8048b8ea4e5703493c57f308aa1,142,93,3,331.33333333333337,111,31,01027,3
4b94b538268cb785c8dbc82e52270791,296,156,4,518,296,0,10260,4
8bf3618193518a3904a57291ea1b6a75,39,39,1,273,39,0,04020,1
0de4ee2bf7953dc9fbab47ca23019789,6,4,2,21,6,0,11040,1
69addb24f0931fa28413f9ac5b52e583,46,46,1,322,46,0,04020,1
d1921f804e6fbfc5f2eddd1703ba9c82,170,117,5,238,111,59,10200,4
ce52167293f214b53b9954c6590cf355,4,3,2,14,2,2,11160,1
5aac8500b4497401be21cfe3479bc7d9,17,17,1,119,17,0,05040,1
2e92360dba71c2bca29f210a2260f244,78,65,3,182,78,0,10040,3
070195caad59c4aaadb445b3fad1f2d9,130,75,3,303.33333333333337,93,37,01201,3
a5cc15f55ec263a06bf704d8049190c1,12,12,1,84,12,0,09010,1
dea7f8d0cb979fc116cdbb9863365c26,8,8,1,56,8,0,05030,1
96b4bdd244f8ca4829df2bd578b31316,46,46,1,322,46,0,08100,1
9b95e805fc351f82e10f4b74881af586,82,51,2,287,82,0,08314,2
1e61f7322ee7e4c4b36911e506fcdefd,32,32,1,224,0,32,09170,1
82442d5278d76a8aaf02bb46e81e80cc,253,100,6,295.1666666666667,235,18,13953,4
653793f468c7d3d05a79fa4982fefe7c,160,78,4,280,127,33,05040,3
b453ad18a2379fe794653cf8c943fbee,58,46,2,203,58,0,05030,1
1d200103dd5b7b63775d0017ac2bd695,4,1,2,14,3,1,01012,1
98fa51a70129ad2f29768b49b70925e0,61,47,2,213.5,61,0,08132,1
ab667235a45deb4abf098f8ad70c03c8,1,1,1,7,1,0,13930,1
bc0ad637f48ba91c53ec26e80f042e63,95,64,1,665,0,95,03070,3
5a55ca9ba9e1edcab44cd459c7e411ad,33,33,1,231,33,0,11100,1
f725b4123c559f21e8d4fc8102a7cbd8,53,46,2,185.5,53,0,01201,1
b51a716cc62f32950fb483f5255e0ebd,125,78,2,437.5,125,0,04060,3
2a0579bc1824712f47bd50f9577a3337,116,89,1,812,116,0,01027,3
8bd2599f760530901a7275df59d63d11,19,19,1,133,19,0,10080,1
fab9b0c383671386bd052a516a85d160,154,84,4,269.5,154,0,01016,3
587d118f0b1ff200ae0af89c1ba8c481,58,44,2,203,34,24,05040,1
888388a919ade8e96e42672ea69459a8,21,21,1,147,21,0,01201,1
8379bf29e713b72e0a0f5e1de753855c,26,26,1,182,26,0,08090,1
079d894901cbdfcb9e53e466c89fa382,78,70,2,273,78,0,05040,2
f0cc2ae6c053b8c2c03757dc6f55e4f7,114,84,2,399,52,62,05040,3
cdcb0c9e6a19f72e9b60d3ab649cb922,52,45,2,182,52,0,01012,1
2a6d863d608552923f5bd89ccf19bb76,106,79,2,371,106,0,10200,3
7f56533cce6c2a9b6e242121b872695b,91,79,3,212.33333333333334,80,11,12570,3
1b7b91e8ad7eebd8dd44a06c228b5836,1,1,1,7,1,0,11040,1
e26a79b27e07b55e18cb996ccd485d81,122,77,3,284.6666666666667,122,0,05040,3
b3270ba30116abcb8c14a51d951955f4,32,31,2,112,32,0,01012,1
284940c7c03a7d1776c7631cdaf2ab12,31,31,1,217,31,0,09130,1
3fde58792e9b183fe34476b4bc0f29db,38,36,2,133,38,0,01012,1
0249d2531b3b8b566abf7ba16e05d5ee,607,212,2,2124.5,50,557,01026,4
8d9633b57c04750833e9c5bdbd2340e9,41,41,1,287,41,0,08312,1
ef522ec602644588dc072759a8829296,7,7,1,49,7,0,13930,1
ac0df733f1cbdf4e05481cc7d8266e88,15,15,1,105,15,0,08150,1
ed058835b8f700f6f5c4001c0f5adb70,167,147,3,389.6666666666667,121,46,06100,4
1422aaf16ecce54d8442e07fa6c1aceb,56,46,2,196,56,0,05040,1
0a3169d8b5ee51e1865eb6be9d858d6c,76,59,2,266,31,45,05030,2
bbb19603ed7fee3310440b556d4e9385,34,34,1,238,0,34,01026,1
49e89dec0f6633891c70473290853502,90,64,4,157.5,63,27,10200,3
a5ca38f51d07b7e31e18125d36916d6e,20,20,1,140,20,0,01013,1
ed46931169a1ba7ff48df6beda618730,14,14,1,98,14,0,12650,1
faa9dd42a5b1de421e3686fffb6a5889,370,104,1,2590,370,0,05040,4
ee966ccdfb6368cc17db18f0a65d2a29,84,68,2,294,41,43,08010,3
ee3b86446d9846cceac434c73bd2d978,28,28,1,196,28,0,08110,1
1e3a2419491ad4367a932e9f53c7c4f4,62,46,2,217,62,0,08051,1
984d7c061a0550e23c83f976159038f4,14,14,1,98,14,0,12570,1
356fd737ddc8366ff6e58b7712d3b202,111,66,2,388.5,111,0,04060,3
1c3dd7609ae5aa9c28225d29d7193a96,40,37,2,140,40,0,05040,1
724d3fd3342707906c18460e1ff30c33,130,100,3,303.33333333333337,130,0,08032,3
06936ae4c13d921a2318fe2670523617,130,92,4,227.5,108,22,05040,3
6df246b96111299f72e2d995622997a1,22,22,1,154,22,0,01201,1
4db51e55f40d8d215e7631f8699ff762,23,23,1,161,23,0,05030,1
b9f47272d7a545563db33c882575c44d,47,42,2,164.5,47,0,08230,1
4e14547163706524dbad996abe46212f,29,8,4,50.75,29,0,11040,1
d1573a328c9c3eee3c2273749837de3e,24,24,1,168,24,0,01016,1
f4e374faa80fafc8e670e7ac40966702,127,81,2,444.5,127,0,01013,3
1f1b11bdb02e2387321afe692359a02e,107,81,2,374.5,107,0,05040,3
f28d2a6bacda929559ba02e3d2c0f5a6,129,96,2,451.5,129,0,05040,3
dd7f8eaa3360d94d333af3928678a6d5,16,16,1,112,16,0,01013,1
4bb9516e950c6d34b645e0a96e46e7a5,22,22,1,154,22,0,10200,1
6476f55b552dc206a2ef0dbc58a395e2,36,36,1,252,36,0,08150,1
f8e82339395f17f53664eea02a1685e4,88,76,1,616,88,0,06120,3
c324a2775ff540ec09b28ee1783dfa2c,231,123,2,808.5,117,114,01026,4
66e5083cf233c496d7f199735fd4e7c0,9,9,1,63,9,0,09091,1
4204a1c8c47b50a96816559816e96fd3,196,69,3,457.33333333333337,196,0,05040,3
59ff0488e329c6a3c705624d740f3f99,166,114,2,581,166,0,01085,3
05e88ca9394922c53242c816738be25f,24,14,1,168,24,0,09030,1
8e023e4cb8551646986650e5639c7b07,127,62,2,444.5,43,84,01027,3
8926e0a5e0dbfef67b8b42429b02719e,334,178,2,1169,334,0,03070,4
01a21c09e3aa7a7b33f84b2906139031,23,23,1,161,23,0,05030,1
3c981421c5c63695479e87fae1ca75dc,16,16,1,112,16,0,05041,1
114c0111f61b15ee64572ea48faaafe9,44,40,2,154,44,0,05030,1
c426908f51b3163cf603f9918c82f691,14,14,1,98,14,0,11040,1
25601c488918ea29a52c581d0a2fb962,31,17,3,72.33333333333334,9,22,05030,1
de079f54478cc424450c0fb528065fe4,51,51,1,357,51,0,05040,1
42c87a91973bc46d8f31da9f869b13e4,386,135,4,675.5,386,0,05040,4
9865ac66469e33820dd09b187d08dd91,130,43,5,182,111,19,05040,3
90995532b7ab55aaa50858272b3369fd,120,96,2,420,120,0,05040,3
aaf58f705dbe3dca73024b499113e882,167,72,4,292.25,144,23,08051,3
7394c152c80da8637002c316797fccb8,552,195,5,772.8,552,0,10200,4
cba4ee79b50ae5e3bf596bc95115ecba,120,98,3,280,60,60,05040,3
b9ae48a119ce9f5ddd38347a93fccaf1,57,41,3,133,42,15,11040,2
8298e9487ffad7a1ae7e477bd6b0a6ba,35,35,1,245,35,0,01026,1
73ead9db6a91f055ff052cb4114c5a74,69,53,2,241.5,69,0,05041,2
e67ab91e0fb4014adaac3c60c129c78b,27,27,1,189,27,0,01026,1
1bb57e754a2b2136bf0aaffa5cdf0645,69,57,4,120.75,47,22,11080,3
2616c78bca52f4b6eae6d49d498ce5ac,313,101,6,365.1666666666667,182,131,01026,4
23ab1b71d652b9839c848c45780d1652,49,43,2,171.5,49,0,10101,1
0167b70fe0ab2d36c5950962e1bd5966,125,93,3,291.6666666666667,98,27,11040,3
75c414cbae96dca0dae7ea6ec888cca1,43,43,1,301,43,0,12741,1
7bdac9e3c81493b5391ab7b24645358a,240,92,3,560,124,116,05030,4
15bd6e17ee7356663daeb8959cbea054,92,63,3,214.66666666666669,64,28,01012,3
5c3d13cb74806b3950d1d6624da5bc1d,87,76,2,304.5,87,0,08314,3
c9870a03e1cebc21da1b30bcdce0f461,90,75,3,210,33,57,12500,3
ad9c67241a4649a98056a069205b7116,259,103,3,604.3333333333334,259,0,10200,4
2a51b903df59bacfb03cf05a8aaf0c54,53,46,2,185.5,53,0,01027,1
412de4563447e85e60ec4b04328faf6b,27,27,1,189,27,0,02620,1
85e18599f0441562c76fd0cab6ff64fd,165,96,3,385,165,0,04080,3
782ce4e52f0d9da210ece4512f8a352b,96,72,3,224,96,0,05040,3
f9c610b2f2a948e99a0f7ed5ea499cf8,77,34,3,179.66666666666669,58,19,10240,2
bbca056d5a9e09d7860a85d1e8fe1aec,347,132,2,1214.5,347,0,05040,4
285d422e2d3ad242ffe10b43fc41441e,2,2,1,14,2,0,08314,1
520c72480b57c26c20587e2e16bd60ac,91,74,2,318.5,91,0,05040,3
4d5263f85a6e7160eaec0094cdc19536,57,48,1,399,57,0,01027,1
5843e9bed81f39f1de943296e94c1f5e,137,80,3,319.6666666666667,137,0,05040,3
dfbc59c1b67d0a03e54848f2efe931cf,151,100,2,528.5,151,0,05040,3
0855aa9cee3b947d09474f93f6de795b,15,15,1,105,15,0,09010,1
1c5ad323db2775f2ecb83b78fcd83cbe,95,49,5,133,78,17,08010,3
0cd3eda33fbf4fc25994913c1fb7085b,30,30,1,210,30,0,05030,1
652467d0d295401ccc8e74ec9c3c5b42,43,43,1,301,43,0,05040,1
2a028b93c3e315d2f90c9004b20aa8bb,225,117,4,393.75,165,60,04060,4
66d1138843d7ea198d2d9a751e6b321e,73,73,1,511,73,0,01013,2
afc18e886fd2354dd6c3789742bbf1bf,430,102,5,602,408,22,05040,4
1fcc0895130461c08593fa0f4bce8aba,36,9,3,84,36,0,11080,1
0bf180a1799f97a3cd3cb85ca22c7a98,92,75,3,214.66666666666669,75,17,05030,3
8771b084f280e92b0a434ced18d53c01,26,26,1,182,0,26,01012,1
3ea16ff790d6dd8addd3707bd4310ccf,58,38,2,203,41,17,01012,1
745aa129d450d3bd7e157aea6868dccc,6,6,1,42,6,0,13930,1
4d13ed14f0354d2a4fec30a1140a4238,8,8,1,56,8,0,09010,1
fa85d912bda8bf0d7ef1086927912ed9,27,27,1,189,27,0,02691,1
7d01432170ead204c6d13bd55b0e4d8a,301,137,4,526.75,160,141,01012,4
b463275040a947cfde94900931aa7fa3,21,21,1,147,21,0,05030,1
9c9f30d7f0dbc2554c8a544529fed24e,92,61,1,644,92,0,01027,3
7ded67e0fd81ea59e25c4ad36774a071,120,73,3,280,120,0,04020,3
ce309da57649c7997f5b9b8d44e79a7d,58,58,1,406,58,0,01012,2
de36694ec5dcfc05618b4da3a5b288ec,50,40,2,175,32,18,11040,1
1b8fcfed3b1618dfd6deaa8d42c06255,600,192,3,1400,351,249,05040,4
7e44516dde50844f266232a13c50e46c,262,128,2,917,262,0,09010,4
4475be8284f8e1d1120b11a8b8e6a80c,24,24,1,168,0,24,01027,1
2335a89a36a6c96d187d9bb4153b2aec,21,21,2,73.5,12,9,01026,1
913648a88f44890dd7c055a52b37b3c4,14,13,2,49,14,0,11100,1
99d51cf54402a2316c5b7bac944b0d32,23,23,1,161,23,0,05041,1
2b5eab6f34599f09fd5ddcde4781abf7,23,23,1,161,23,0,09130,1
055f46f60219fe6153b3342461a0f988,17,10,2,59.5,17,0,10200,1
417e5f9509fb5d081bd8e2f88ec0dbaf,80,64,2,280,80,0,05100,2
d1ca30c3a71f1070cec379921d327b51,95,63,2,332.5,95,0,11140,3
42cbdef67681a6c3371abaac9b6c2c10,22,22,1,154,22,0,05030,1
cab94b3eba1b71341b7838fd94aefbcb,2,2,1,14,2,0,11100,1
d7006a3e18e11a440170edcdbf6bd2d9,158,87,5,221.2,128,30,05040,3
8fb650a546580de94fb26bef3bcfced1,125,94,3,291.6666666666667,125,0,01013,3
9eafa31b419616b48ba996a3250ab6bc,120,56,4,210,120,0,04060,3
8fadb2587a06d0863b6164dfdf0e5b40,56,56,1,392,56,0,03070,2
b189597f3c592404ea1af1fd4064c7a5,133,79,2,465.5,133,0,06100,3
6bb29b9899b388f677853300c8c62914,26,23,1,182,0,26,11100,1
4e76c56093b68021281ac88688dfa83f,45,45,1,315,45,0,05030,1
26e3fb6f8b688f64f7b585226900250b,51,42,2,178.5,36,15,01012,1
6687a4c1b0f3c4f6a7a117b81cb68337,89,70,2,311.5,42,47,01026,3
bcf787f70912df8a0254ab1f04fe4c0f,19,16,3,44.333333333333336,19,0,04200,1
d078b32d9c9ed394d731ba4d7a65efc9,152,86,4,266,152,0,11140,3
03db87842388b02cac90f74a61827674,26,26,1,182,26,0,09130,1
4eb141a145d95b9a1eaa8aa98d2fe7a0,67,41,3,156.33333333333334,67,0,05041,2
912883fe1db4ca825d37c4e388a5534e,301,117,1,2107,301,0,01012,4
552d4b0864f5c3f8db0cb658e023b891,64,64,1,448,64,0,01026,2
f94d0e04ee5113a103e9b0a626e89a75,81,65,2,283.5,81,0,10200,2
0c0d1f9e222c59a8edad17d73a34c16c,86,48,3,200.66666666666669,41,45,08052,2
ed1ae81b2f689b298c52853b74dd7be3,17,17,1,119,17,0,05200,1
9c0f41a31e1d31159f2f8dfb66b0b219,18,18,1,126,18,0,05030,1
8f11a7da6383c9fd4b880b5448539d8a,42,38,2,147,42,0,08230,1
1acf8aa8c6831883a9a2556a5e85608b,75,57,2,262.5,39,36,01012,2
4529612f1c621f907ccdaabe3da738c2,41,37,2,143.5,41,0,11140,1
21406c44aa5ee5107d844208e3147fd1,246,129,5,344.4,171,75,05040,4
79d59dc48f8048fa9fe06847c36da1db,7,7,1,49,7,0,08230,1
f1e6b7ecbe183e25506937064c1fea90,111,54,3,259,111,0,09150,3
4bb4c9875bf41c0f164dcfda15f4ba96,2,2,1,14,2,0,05030,1
ef95bf3f53405fb9ec72fc5dfe1bdc21,531,168,3,1239,493,38,01026,4
2d6b21985903419e3b6310da3ad02529,393,178,4,687.75,393,0,01026,4
5190ddc78abea127a00cc07561ffb563,222,126,3,518,222,0,05041,4
8f3a606f84ca3d9f499283b74e5df419,21,21,1,147,21,0,01013,1
e01feecaf064b54a9bbf4c524323a72d,38,38,1,266,38,0,09030,1
77ef8ed747a661309d2141c446887187,45,45,1,315,45,0,10200,1
a79b9f98a59df3917040369e20759677,11,11,1,77,11,0,07123,1
7dcff9a9609e11eaaf706693db438829,15,15,1,105,15,0,13490,1
7af53b01150dc40bc4a492acc5bf76a2,50,50,1,350,50,0,09351,1
1e7e75fd81728ebc0397adc1059960b5,726,192,4,1270.5,241,485,05030,4
1e2dd72cec4e5972cc85971b666451dc,8,8,1,56,8,0,05030,1
01119551e774d4d925728160270e3ec6,58,46,2,203,58,0,10200,1
af6030fb0c1038db260e703e536a33bb,132,57,2,462,55,77,11140,3
56f96b96e7138389c5a4774a9892be59,6,6,1,42,6,0,11100,1
f8ce16ca48e2f191af93e5e582d74273,1,1,1,7,1,0,05030,1
36e9f493bf43a4bd31d56c9be5bd46c1,64,63,2,224,64,0,09130,2
b45de3f03b5ffab841c464e7ee9a7ff9,118,71,2,413,118,0,10028,3
79eed243c8a82b1270198eb3bbc71f1c,65,65,1,455,65,0,10200,2
f06b822495981dcaf10293a24029cfe8,17,17,1,119,17,0,08390,1
0f9f712efbe33a1cb6d347f8d866214a,58,56,1,406,58,0,06100,2
b6116e106b9d276b787a99f8835ff8ed,25,25,1,175,25,0,10200,1
4812cb752d4961595850280a1984e1e3,182,125,4,318.5,182,0,01027,4
bea77d12a6cf979aaba3f9180ce552c4,20,20,1,140,20,0,08100,1
b1f0237b9f6524f0840b70c4eaa30240,144,127,1,1008,144,0,03050,4
b2f05e342cf390ea1bcfcbf88424c948,385,149,2,1347.5,385,0,01012,4
73fabfa65cb968dbf3fa13c19f872c4c,72,50,2,252,72,0,12670,2
49b34dc0384134c1df301da0e94692a5,184,130,2,644,26,158,01026,4
cfdb1874633a3951a058ebfb98c6e38c,34,34,1,238,34,0,04201,1
ae0a44d33c4ed7fd0e55a8567f0e1219,8,8,1,56,8,0,09091,1
ff254c518464f2c7283bff58d1086343,92,55,1,644,92,0,05040,3
9f876422c9f1158b823c85cc5b426fb0,46,46,1,322,46,0,11080,1
30cd09d2b3c8ff2e7ae49abf0b45c83c,48,43,2,168,26,22,13953,1
fa3d99ae5e524aa786718e96fab7bb58,72,55,2,252,32,40,03050,2
a4bd7c0818ae988e23cdb1761fc8fb21,22,22,1,154,0,22,01026,1
5e2012e6dca41a084d8e4cc8d8da24bf,31,31,1,217,31,0,01026,1
6ea2b9757d340a35bbe991cacf2470e5,69,41,5,96.6,41,28,05030,3
de122f5e0f7cd4efc955c4750abc1145,211,146,3,492.33333333333337,118,93,05040,4
6da356a00ddcdf399995ca7410c18b95,41,41,1,287,41,0,01085,1
a29a64668380ff3faa187b154bee9cf7,22,22,1,154,0,22,01027,1
85c6b34787685f9070396e6876a95a95,175,104,4,306.25,175,0,05100,3
c5acde3caddedf05207ab5a696c44586,25,25,1,175,25,0,02691,1
3d97dbd1d4b550a1cd7e9ae92075a82e,14,14,1,98,14,0,05030,1
7e21092e6f4c90a4e1097ec03b3ac8d8,26,26,1,182,26,0,08032,1
359c8e60fe4b02110fb076999389403f,36,36,1,252,0,36,04060,1
85f95e4bc0c801d58583e73a1e653d50,155,105,3,361.6666666666667,155,0,10200,3
63a65ac2916ebb25474e59886ab06aef,70,70,1,490,70,0,09030,2
acfd3281f8ed2f1e5db0be4f37cab95b,25,25,1,175,25,0,08010,1
7e792017b17e168d0993ce0111a82194,19,19,1,133,19,0,10152,1
95d13564775bd840c29c4f4d93189918,86,69,2,301,86,0,01026,3
98b1a6cb4a3069d4cf14abe634def48c,86,65,3,200.66666666666669,43,43,09010,3
2bfc48dee057d827441cc5829a7b5a96,9,9,1,63,9,0,05200,1
de609df6b89e6ee0b0381801a33e7962,80,64,1,560,80,0,05040,3
b34a88d2db60cff3f906a5a53501b637,23,23,1,161,23,0,02691,1
0edfb60a04766e1421414c27a4ebf09f,26,17,2,91,26,0,11100,1
f50d777101f5701c3b7ca1f8b3450fe6,9,9,1,63,9,0,10040,1
46b09184f4dd8a0afdb1f3d2f98a5310,112,70,1,784,112,0,01012,3
ec7b4134895182dffc2b25630e67ddac,289,141,6,337.1666666666667,252,37,03050,4
f09348dd040ece7b4a950b00e4aa4545,82,52,3,191.33333333333334,82,0,11040,2
9f65c50a0fa51d7b56410256d043f0bc,216,108,4,378,186,30,03090,4
ebac31eb4c9feb7f4595a2f873d421a5,17,17,1,119,17,0,07144,1
ef1fd0d7231eba6fa6cc872024ee6e0f,287,163,3,669.6666666666667,66,221,01012,4
c61167c2792f80462888d701da517e9a,31,31,1,217,31,0,05040,1
2070c4f94bf27791ad42b75a8c2d44c4,4,4,1,28,4,0,05030,1
741409694b8079df55816f559d347fa9,31,31,1,217,31,0,05040,1
f78c31ac1ee54c4218962269516b146c,43,34,2,150.5,28,15,01085,1
32259d60779949d8ef1d143f3e9b95a4,20,20,1,140,20,0,12500,1
c0e7f2cd67e8ae748f0017578845a68a,239,91,4,418.25,239,0,04020,4
74d43ef1bbdaeb80560eaaf9ce137018,70,59,2,245,70,0,08010,2
18caec80cda31bccc88d9738b6051b9c,99,99,1,693,99,0,05040,3
2a49067ab28c2da86a653a373440801c,23,23,1,161,23,0,05100,1
4f1fe7c3b8534edac8005a7c85515663,267,115,4,467.25,267,0,01026,4
1d6e289801c50a8c17b170b6c8b05626,21,16,2,73.5,8,13,05030,1
a472f58186273779c798886498cbe8df,206,138,3,480.6666666666667,206,0,04060,4
435f05ad2b462f8537fb5702db40fa96,68,46,2,238,68,0,01026,2
73876a24da268022512b8a0db29cd874,14,12,1,98,14,0,08090,1
22b616fdc0346191ecc386840540b8de,87,44,3,203,87,0,01201,2
960d3c54b8067c32f47e74046f254baf,12,12,1,84,12,0,04020,1
56af8c081ad7160798d12a1a84e00840,20,20,1,140,0,20,05030,1
4008d0280eab1345c733833819b999b6,117,87,2,409.5,55,62,05040,3
6fec20c3d2f7846ba98cd35015ff3775,89,63,3,207.66666666666669,89,0,04020,3
0820306a955b67df270537021d7296b0,82,62,2,287,82,0,01012,2
0029751b7fcfb4dd553d7155370c0198,28,9,5,39.199999999999996,13,15,05030,1
a6b25668fe827c2d2af9a3421fe3bf3b,89,77,2,311.5,89,0,08134,3
46655122b243a8b5e56bce80aeeaf10e,187,107,4,327.25,187,0,01026,4
f8411dab884be87b42eb1eb39e677110,31,31,1,217,31,0,10240,1
1e9c80c15de4046de7ee65ac1e9488ab,168,107,4,294,168,0,09130,3
5fef028196a0acbd73aea7cf6125c0a4,195,93,3,455,172,23,05041,3
d83bdac6e771f6143b29f0eb74cb99eb,97,56,6,113.16666666666667,79,18,01085,3
3c800638b988e0bd5be0ed2db70e0a55,80,62,2,280,80,0,01012,2
82dcf404f06d818830b5513f51c3af6b,660,145,6,770,595,65,05100,4
c810273fa82dbd2b7f7d616b96c099b1,182,110,3,424.6666666666667,182,0,01026,3
d61d1e9d6dcffccd0018403ac42cd438,12,12,1,84,0,12,08051,1
0ddcb384d8c15ebb9c7a0269c3743ba7,15,12,2,52.5,15,0,08210,1
332c3395ead91178297733f0599af3a1,65,54,1,455,65,0,05100,2
d807d114e34d221dc13a73a2136bf063,161,101,4,281.75,95,66,05040,3
949461f5e9eb9c6ac790a0181f4b5800,178,64,4,311.5,178,0,03070,3
fdb9ea660e5aef6bf42802120a60cb3c,29,16,4,50.75,29,0,05030,1
742cdd9faffcb1702fbd30827a14bac7,233,128,4,407.75,191,42,05040,4
3b217bbe87dad66abe93f14290871df7,32,32,1,224,32,0,08231,1
f08c7d212cc21335f8bde970c4db79c4,31,31,1,217,31,0,08100,1
71f25f8ebf4338d20d3ac9719057b348,197,97,3,459.6666666666667,118,79,04060,4
b887af87047af03d7628fe25c3f4d163,8,8,1,56,8,0,09130,1
febb1838852695897d43a37dfae3ec7a,32,32,1,224,32,0,05100,1
07745ab3ad670b090d3a15374fe1e3e8,88,57,3,205.33333333333334,71,17,05030,3
93b852710e4b4539b86845712286b431,57,57,1,399,57,0,01012,2
f000cd344aef9b6d68dc351b6d4cabb8,35,30,2,122.5,20,15,05040,1
c2b080c9f148d57aa4f806f85fe7ddf2,51,51,1,357,51,0,01012,1
875496aa131b73a1527d6febb0175a12,70,49,2,245,70,0,05040,2
2da87adc3647b18fe9716ab5c6b93682,29,29,1,203,29,0,01026,1
e657c1b497134e841080efd625f8330f,53,48,1,371,53,0,01027,1
9c144bc80c24e5486ac9e3c327f8a185,367,134,5,513.8,275,92,05040,4
b0dc8c29116d05bfd684b35ff7892916,85,58,1,595,85,0,05040,3
1877cae87617123ee527e099bef65ec8,20,20,1,140,20,0,05040,1
bafe8324d3d3aaacf60ed42bf28700b7,141,89,2,493.5,64,77,10240,3
e08305712abcc03d52ff855fc14968bd,263,146,3,613.6666666666667,263,0,01012,4
1426e4747c1b4fe55d8edf0a7b88b534,132,96,3,308,132,0,03050,3
d44ae2c1fcd8dccc9a6bb6861f4aef57,301,77,3,702.3333333333334,301,0,05040,4
cebef8cf1dc623c7c85c3a5d322d7d91,18,18,1,126,18,0,05030,1
002a19892cb891665ec0b77d3730f237,4,4,1,28,4,0,11140,1
062cb4b9c8afe5b5ac676458a237b650,243,117,1,1701,243,0,05030,4
bad72e13a9308235a326a93633727120,88,46,3,205.33333333333334,56,32,11103,2
a4703bb994aeb51f86a279408e80aec4,40,30,3,93.33333333333334,40,0,05030,1
cfd3371fe70f74d11093053184006a39,90,52,3,210,60,30,08134,3
8b8c907a4872e12146d4dfaef066417f,85,75,2,297.5,85,0,01027,3
bea3c76b232786649e6abb8b0219d688,70,58,3,163.33333333333334,70,0,10200,2
64eade16499db9c14236bced639942d4,70,43,2,245,70,0,05030,2
f8ba17c802d0d11a005da3b772c2a6bf,101,66,2,353.5,101,0,05030,3
3c320ed258b0b0ec7bebfbceab3c4a5c,203,112,3,473.6666666666667,203,0,05040,4
0a40558648bbfbe5012fbb184e3cb8df,28,28,1,196,28,0,10200,1
8d65633840043b52da246b778776934d,252,61,2,882,181,71,01013,4
0bda95ba4eb00e855efad64ffafcc75b,142,114,2,497,69,73,01026,3
a862b18afc51473084f703fe1f77b849,103,73,2,360.5,103,0,10200,3
3c23031c181e3b4ce041ae66b4f12b36,126,91,3,294,71,55,01013,3
8848376673e05998f7374c5b6bb07276,23,23,1,161,23,0,09130,1
51d509ce241147ba3adcbf857ca9ae24,29,29,1,203,29,0,02620,1
8624731b35eb7d2aea5f0460f40fc7b5,24,24,1,168,24,0,01085,1
